Deck Name,Card Name,Count,Set,Price (USD),Card URL
Vikavolt V,Crobat V,0.92,DAA,$0.50,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219406%2Fswsh03-darkness-ablaze-crobat-v
Vikavolt V,Jirachi,0.02,VIV,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226573%2Fswsh04-vivid-voltage-jirachi
Vikavolt V,Scoop Up Net,3.98,RCL,$1.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Vikavolt V,Escape Rope,1.1,BST,$0.14,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Vikavolt V,Air Balloon,1.0,SSH,$0.12,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Vikavolt V,Cape of Toughness,0.79,DAA,$0.10,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Vikavolt V,Training Court,0.5,RCL,$0.08,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213280%2Fswsh02-rebel-clash-training-court
Vikavolt V,Marnie,0.17,SSH,$0.11,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Vikavolt V,Speed Lightning Energy,4.0,RCL,$1.08,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213284%2Fswsh02-rebel-clash-speed-l-energy
Kyurem VMAX,Escape Rope,1.5,BST,$0.19,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Kyurem VMAX,Energy Recycler,0.5,BST,$0.08,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234116%2Fswsh05-battle-styles-energy-recycler
Kyurem VMAX,Cheryl,0.5,BST,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234115%2Fswsh05-battle-styles-cheryl
Eternatus VMAX,Crobat V,4.0,DAA,$2.20,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219406%2Fswsh03-darkness-ablaze-crobat-v
Eternatus VMAX,Eternatus V,3.08,DAA,$4.21,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219431%2Fswsh03-darkness-ablaze-eternatus-v
Eternatus VMAX,Galarian Weezing,3.0,RCL,$1.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213205%2Fswsh02-rebel-clash-galarian-weezing
Eternatus VMAX,Eternatus VMAX,2.88,DAA,$12.18,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219435%2Fswsh03-darkness-ablaze-eternatus-vmax
Eternatus VMAX,Galarian Zigzagoon,1.88,SSH,$0.24,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208427%2Fswsh01-sword-and-shield-base-set-galarian-zigzagoon
Eternatus VMAX,Sableye V,0.04,SSH,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208430%2Fswsh01-sword-and-shield-base-set-sableye-v
Eternatus VMAX,Marnie,3.71,SSH,$2.55,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Eternatus VMAX,Escape Rope,1.17,BST,$0.15,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Eternatus VMAX,Big Parasol,0.75,DAA,$0.06,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219265%2Fswsh03-darkness-ablaze-big-parasol
Eternatus VMAX,Great Ball,0.33,SSH,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208490%2Fswsh01-sword-and-shield-base-set-great-ball
Eternatus VMAX,Ordinary Rod,0.21,SSH,$0.03,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208500%2Fswsh01-sword-and-shield-base-set-ordinary-rod
Eternatus VMAX,Galar Mine,0.13,RCL,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213263%2Fswsh02-rebel-clash-galar-mine
Eternatus VMAX,Piers,0.08,DAA,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219280%2Fswsh03-darkness-ablaze-piers
Eternatus VMAX,Bird Keeper,0.08,DAA,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219269%2Fswsh03-darkness-ablaze-bird-keeper
Eternatus VMAX,Evolution Incense,0.04,SSH,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208489%2Fswsh01-sword-and-shield-base-set-evolution-incense
Eternatus VMAX,Hiding Darkness Energy,1.25,DAA,$0.28,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219293%2Fswsh03-darkness-ablaze-hiding-d-energy
Eldegoss Control,Snorlax,2.38,VIV,$1.57,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226587%2Fswsh04-vivid-voltage-snorlax
Eldegoss Control,Eldegoss V,1.5,RCL,$0.94,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213091%2Fswsh02-rebel-clash-eldegoss-v
Eldegoss Control,Starly,0.66,DAA,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219352%2Fswsh03-darkness-ablaze-starly
Eldegoss Control,Oranguru,0.03,SSH,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208468%2Fswsh01-sword-and-shield-base-set-oranguru
Eldegoss Control,Scoop Up Net,2.75,RCL,$0.96,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Eldegoss Control,Galar Mine,2.59,RCL,$0.33,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213263%2Fswsh02-rebel-clash-galar-mine
Eldegoss Control,Cape of Toughness,2.56,DAA,$0.33,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219272%2Fswsh03-darkness-ablaze-cape-of-toughness
Eldegoss Control,Bird Keeper,1.84,DAA,$0.23,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219269%2Fswsh03-darkness-ablaze-bird-keeper
Eldegoss Control,Yell Horn,1.03,DAA,$0.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219290%2Fswsh03-darkness-ablaze-yell-horn
Eldegoss Control,Bruno,0.84,BST,$0.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234112%2Fswsh05-battle-styles-bruno
Eldegoss Control,Big Parasol,0.31,DAA,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219265%2Fswsh03-darkness-ablaze-big-parasol
Eldegoss Control,Lucky Egg,0.28,SSH,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208493%2Fswsh01-sword-and-shield-base-set-lucky-egg
Eldegoss Control,Team Yell Grunt,0.03,SSH,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208517%2Fswsh01-sword-and-shield-base-set-team-yell-grunt
Eldegoss Control,Big Charm,0.03,SSH,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208484%2Fswsh01-sword-and-shield-base-set-big-charm
Eldegoss Control,Fan of Waves,0.03,BST,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234120%2Fswsh05-battle-styles-fan-of-waves
Eldegoss Control,Hyper Potion,0.03,SSH,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208492%2Fswsh01-sword-and-shield-base-set-hyper-potion
Eldegoss Control,Twin Energy,3.28,RCL,$0.95,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Eldegoss Control,Capture Energy,2.34,RCL,$0.37,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213282%2Fswsh02-rebel-clash-capture-energy
Eldegoss Control,Wash Water Energy,1.59,VIV,$0.19,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226544%2Fswsh04-vivid-voltage-wash-water-energy
Eldegoss Control,Speed Lightning Energy,0.81,RCL,$0.21,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213284%2Fswsh02-rebel-clash-speed-l-energy
Charizard Inteleon Radiant,Drizzile,3.0,SSH,$0.54,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208353%2Fswsh01-sword-and-shield-base-set-drizzile-056
Charizard Inteleon Radiant,Inteleon,2.0,SSH,$0.96,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208355%2Fswsh01-sword-and-shield-base-set-inteleon-058
Charizard Inteleon Radiant,Oranguru,0.33,SSH,$0.07,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208468%2Fswsh01-sword-and-shield-base-set-oranguru
Charizard Inteleon Radiant,Snorlax,0.33,VIV,$0.21,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226587%2Fswsh04-vivid-voltage-snorlax
Charizard Inteleon Radiant,Scoop Up Net,4.0,RCL,$1.40,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Charizard Inteleon Radiant,Level Ball,3.0,BST,$0.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Charizard Inteleon Radiant,Evolution Incense,3.0,SSH,$0.57,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208489%2Fswsh01-sword-and-shield-base-set-evolution-incense
Charizard Inteleon Radiant,Ordinary Rod,1.0,SSH,$0.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208500%2Fswsh01-sword-and-shield-base-set-ordinary-rod
Charizard Inteleon Radiant,Air Balloon,1.0,SSH,$0.12,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Charizard Inteleon Radiant,Single Strike Style Mustard,0.67,BST,$0.03,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234139%2Fswsh05-battle-styles-single-strike-style-mustard
Charizard Inteleon Radiant,Training Court,0.67,RCL,$0.10,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213280%2Fswsh02-rebel-clash-training-court
Charizard Inteleon Radiant,Leon,0.33,VIV,$0.07,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226508%2Fswsh04-vivid-voltage-leon
Charizard Inteleon Radiant,Lucky Egg,0.33,SSH,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208493%2Fswsh01-sword-and-shield-base-set-lucky-egg
Charizard Inteleon Radiant,Escape Rope,0.33,BST,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Charizard Inteleon Radiant,Big Parasol,0.33,DAA,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219265%2Fswsh03-darkness-ablaze-big-parasol
Charizard Inteleon Radiant,Twin Energy,2.0,RCL,$0.58,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Charizard Inteleon Radiant,Wash Water Energy,0.67,VIV,$0.08,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226544%2Fswsh04-vivid-voltage-wash-water-energy
Hisuian Zoroark VSTAR,Escape Rope,2.0,BST,$0.26,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Ice Rider Calyrex VMAX,Crobat V,1.0,DAA,$0.55,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219406%2Fswsh03-darkness-ablaze-crobat-v
Ice Rider Calyrex VMAX,Empoleon V,0.8,BST,$0.52,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234182%2Fswsh05-battle-styles-empoleon-v
Ice Rider Calyrex VMAX,Poochyena,0.07,VIV,$0.00,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226555%2Fswsh04-vivid-voltage-poochyena
Ice Rider Calyrex VMAX,Capacious Bucket,2.0,RCL,$0.38,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213259%2Fswsh02-rebel-clash-capacious-bucket
Ice Rider Calyrex VMAX,Training Court,1.0,RCL,$0.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213280%2Fswsh02-rebel-clash-training-court
Ice Rider Calyrex VMAX,Air Balloon,0.93,SSH,$0.11,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Ice Rider Calyrex VMAX,Tool Scrapper,0.93,RCL,$0.10,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213278%2Fswsh02-rebel-clash-tool-scrapper
Ice Rider Calyrex VMAX,Switch,0.8,SSH,$0.06,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208516%2Fswsh01-sword-and-shield-base-set-switch
Ice Rider Calyrex VMAX,Marnie,0.2,SSH,$0.13,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Ice Rider Calyrex VMAX,Tool Jammer,0.2,BST,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234143%2Fswsh05-battle-styles-tool-jammer
Ice Rider Calyrex VMAX,Leon,0.13,VIV,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226508%2Fswsh04-vivid-voltage-leon
Ice Rider Calyrex VMAX,Pokégear 3.0,0.13,SSH,$0.14,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208504%2Fswsh01-sword-and-shield-base-set-pokegear-30
Ice Rider Calyrex VMAX,Evolution Incense,0.07,SSH,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208489%2Fswsh01-sword-and-shield-base-set-evolution-incense
Mewtwo V-UNION,Snorlax,4.0,VIV,$2.64,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226587%2Fswsh04-vivid-voltage-snorlax
Mewtwo V-UNION,Galarian Meowth,0.14,RCL,$0.02,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213222%2Fswsh02-rebel-clash-galarian-meowth
Mewtwo V-UNION,Scoop Up Net,3.71,RCL,$1.29,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Mewtwo V-UNION,Pokémon Center Lady,1.0,SSH,$0.10,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208506%2Fswsh01-sword-and-shield-base-set-pokemon-center-lady
Mewtwo V-UNION,Yell Horn,1.0,DAA,$0.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219290%2Fswsh03-darkness-ablaze-yell-horn
Mewtwo V-UNION,Galar Mine,1.0,RCL,$0.13,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213263%2Fswsh02-rebel-clash-galar-mine
Mewtwo V-UNION,Marnie,0.57,SSH,$0.39,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Mewtwo V-UNION,Big Parasol,0.57,DAA,$0.04,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219265%2Fswsh03-darkness-ablaze-big-parasol
Mewtwo V-UNION,Tool Jammer,0.29,BST,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234143%2Fswsh05-battle-styles-tool-jammer
Mewtwo V-UNION,Big Charm,0.14,SSH,$0.01,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208484%2Fswsh01-sword-and-shield-base-set-big-charm
Mewtwo V-UNION,Twin Energy,4.0,RCL,$1.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213285%2Fswsh02-rebel-clash-twin-energy
Frosmoth Ice Dance,Drizzile,3.0,SSH,$0.54,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208353%2Fswsh01-sword-and-shield-base-set-drizzile-056
Frosmoth Ice Dance,Inteleon,2.0,SSH,$0.96,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208355%2Fswsh01-sword-and-shield-base-set-inteleon-058
Frosmoth Ice Dance,Frosmoth,2.0,SSH,$0.68,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208361%2Fswsh01-sword-and-shield-base-set-frosmoth
Frosmoth Ice Dance,Level Ball,4.0,BST,$0.52,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234123%2Fswsh05-battle-styles-level-ball
Frosmoth Ice Dance,Scoop Up Net,3.0,RCL,$1.05,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213272%2Fswsh02-rebel-clash-scoop-up-net
Frosmoth Ice Dance,Nessa,2.0,VIV,$0.30,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226518%2Fswsh04-vivid-voltage-nessa
Frosmoth Ice Dance,Evolution Incense,2.0,SSH,$0.38,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208489%2Fswsh01-sword-and-shield-base-set-evolution-incense
Frosmoth Ice Dance,Capacious Bucket,2.0,RCL,$0.38,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213259%2Fswsh02-rebel-clash-capacious-bucket
Frosmoth Ice Dance,Marnie,1.0,SSH,$0.69,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208495%2Fswsh01-sword-and-shield-base-set-marnie
Frosmoth Ice Dance,Air Balloon,1.0,SSH,$0.12,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F208479%2Fswsh01-sword-and-shield-base-set-air-balloon
Frosmoth Ice Dance,Training Court,1.0,RCL,$0.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F213280%2Fswsh02-rebel-clash-training-court
Frosmoth Ice Dance,Wash Water Energy,1.0,VIV,$0.12,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226544%2Fswsh04-vivid-voltage-wash-water-energy
Rapid Strike Urshifu VMAX,Rapid Strike Urshifu V,2.0,BST,$1.14,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234267%2Fswsh05-battle-styles-rapid-strike-urshifu-v
Rapid Strike Urshifu VMAX,Rapid Strike Urshifu VMAX,2.0,BST,$2.16,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234268%2Fswsh05-battle-styles-rapid-strike-urshifu-vmax
Rapid Strike Urshifu VMAX,Escape Rope,4.0,BST,$0.52,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234117%2Fswsh05-battle-styles-escape-rope
Rapid Strike Urshifu VMAX,Rapid Strike Energy,4.0,BST,$0.48,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F234147%2Fswsh05-battle-styles-rapid-strike-energy
Flaaffy Dynamotor,Zekrom,2.0,VIV,$0.42,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F226458%2Fswsh04-vivid-voltage-zekrom
Flaaffy Dynamotor,Vikavolt V,0.86,DAA,$0.54,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219411%2Fswsh03-darkness-ablaze-vikavolt-v
Flaaffy Dynamotor,Crobat V,0.14,DAA,$0.07,https://partner.tcgplayer.com/LIMITLESS?u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F219406%2Fswsh03-darkness-ablaze-crobat-v
