Set ID,Number,Name,Rarity,Grade,Month,Average
swsh1,101,Baltoy,Common,reverse-good,2023-05,38.0
swsh1,101,Baltoy,Common,reverse-good,2023-06,18.5
swsh1,101,Baltoy,Common,reverse-good,2023-07,25.5
swsh1,101,Baltoy,Common,reverse-good,2023-09,20.0
swsh1,101,Baltoy,Common,reverse-good,2023-10,15.0
swsh1,101,Baltoy,Common,reverse-good,2023-11,22.0
swsh1,101,Baltoy,Common,reverse-good,2024-05,108.0
swsh1,101,Baltoy,Common,reverse-good,2024-06,417.0
swsh1,101,Baltoy,Common,reverse-good,2024-07,115.0
swsh1,101,Baltoy,Common,reverse-good,2024-08,118.0
swsh1,101,Baltoy,Common,normal-good,2022-12,46.6
swsh1,101,Baltoy,Common,normal-good,2023-01,164.5
swsh1,101,Baltoy,Common,normal-good,2023-02,4.0
swsh1,101,Baltoy,Common,normal-good,2023-03,40.38
swsh1,101,Baltoy,Common,normal-good,2023-04,71.25
swsh1,101,Baltoy,Common,normal-good,2023-05,28.25
swsh1,101,Baltoy,Common,normal-good,2023-06,4.0
swsh1,101,Baltoy,Common,normal-good,2023-07,4.0
swsh1,101,Baltoy,Common,normal-good,2023-08,150.0
swsh1,101,Baltoy,Common,normal-good,2023-09,55.0
swsh1,101,Baltoy,Common,normal-good,2023-10,52.0
swsh1,101,Baltoy,Common,normal-good,2023-11,263.5
swsh1,101,Baltoy,Common,normal-good,2024-05,118.0
swsh1,101,Baltoy,Common,normal-good,2024-06,3.5
swsh1,101,Baltoy,Common,normal-good,2024-07,2.33
swsh1,101,Baltoy,Common,normal-good,2024-08,3.0
swsh1,101,Baltoy,Common,normal-nearmint,2024-05,119.5
swsh1,101,Baltoy,Common,normal-nearmint,2024-06,56.0
swsh1,101,Baltoy,Common,normal-nearmint,2024-07,104.5
swsh1,101,Baltoy,Common,normal-nearmint,2024-08,110.0
swsh1,101,Baltoy,Common,normal-nearmint,2024-09,246.09
swsh1,101,Baltoy,Common,reverse-nearmint,2024-06,36.17
swsh1,101,Baltoy,Common,reverse-nearmint,2024-07,94.38
swsh1,101,Baltoy,Common,reverse-nearmint,2024-08,52.71
swsh1,101,Baltoy,Common,reverse-nearmint,2024-09,117.0
swsh1,102,Baltoy,Common,normal-good,2022-12,21.5
swsh1,102,Baltoy,Common,normal-good,2023-01,4.0
swsh1,102,Baltoy,Common,normal-good,2023-02,3.0
swsh1,102,Baltoy,Common,normal-good,2023-03,54.9
swsh1,102,Baltoy,Common,normal-good,2023-04,75.07
swsh1,102,Baltoy,Common,normal-good,2023-05,18.5
swsh1,102,Baltoy,Common,normal-good,2023-06,52.5
swsh1,102,Baltoy,Common,normal-good,2023-07,2.0
swsh1,102,Baltoy,Common,normal-good,2023-08,2.0
swsh1,102,Baltoy,Common,normal-good,2023-09,158.67
swsh1,102,Baltoy,Common,normal-good,2023-10,33.5
swsh1,102,Baltoy,Common,normal-good,2023-11,75.4
swsh1,102,Baltoy,Common,normal-good,2024-05,112.0
swsh1,102,Baltoy,Common,normal-good,2024-06,6.0
swsh1,102,Baltoy,Common,normal-good,2024-07,3.0
swsh1,102,Baltoy,Common,normal-good,2024-08,3.0
swsh1,102,Baltoy,Common,reverse-good,2022-12,61.5
swsh1,102,Baltoy,Common,reverse-good,2023-01,49.33
swsh1,102,Baltoy,Common,reverse-good,2023-02,107.0
swsh1,102,Baltoy,Common,reverse-good,2023-03,140.0
swsh1,102,Baltoy,Common,reverse-good,2023-04,34.5
swsh1,102,Baltoy,Common,reverse-good,2023-05,48.67
swsh1,102,Baltoy,Common,reverse-good,2023-06,77.0
swsh1,102,Baltoy,Common,reverse-good,2023-07,62.5
swsh1,102,Baltoy,Common,reverse-good,2023-08,399.0
swsh1,102,Baltoy,Common,reverse-good,2023-09,20.0
swsh1,102,Baltoy,Common,reverse-good,2023-10,65.5
swsh1,102,Baltoy,Common,reverse-good,2023-11,104.25
swsh1,102,Baltoy,Common,reverse-good,2024-05,104.67
swsh1,102,Baltoy,Common,reverse-good,2024-06,514.0
swsh1,102,Baltoy,Common,reverse-good,2024-09,503.0
swsh1,102,Baltoy,Common,normal-nearmint,2024-05,3.0
swsh1,102,Baltoy,Common,normal-nearmint,2024-06,93.25
swsh1,102,Baltoy,Common,normal-nearmint,2024-07,336.25
swsh1,102,Baltoy,Common,normal-nearmint,2024-08,128.75
swsh1,102,Baltoy,Common,normal-nearmint,2024-09,187.0
swsh1,102,Baltoy,Common,reverse-nearmint,2024-06,153.0
swsh1,102,Baltoy,Common,reverse-nearmint,2024-07,95.29
swsh1,102,Baltoy,Common,reverse-nearmint,2024-08,77.75
swsh1,102,Baltoy,Common,reverse-nearmint,2024-09,148.25
swsh1,103,Claydol,Rare,normal-good,2022-12,89.86
swsh1,103,Claydol,Rare,normal-good,2023-01,16.25
swsh1,103,Claydol,Rare,normal-good,2023-02,27.5
swsh1,103,Claydol,Rare,normal-good,2023-03,74.08
swsh1,103,Claydol,Rare,normal-good,2023-04,112.5
swsh1,103,Claydol,Rare,normal-good,2023-05,24.33
swsh1,103,Claydol,Rare,normal-good,2023-06,41.5
swsh1,103,Claydol,Rare,normal-good,2023-07,20.0
swsh1,103,Claydol,Rare,normal-good,2023-08,19.0
swsh1,103,Claydol,Rare,normal-good,2023-09,29.5
swsh1,103,Claydol,Rare,normal-good,2023-10,36.64
swsh1,103,Claydol,Rare,normal-good,2023-11,18.67
swsh1,103,Claydol,Rare,normal-good,2024-05,216.0
swsh1,103,Claydol,Rare,normal-good,2024-06,76.5
swsh1,103,Claydol,Rare,normal-good,2024-07,23.0
swsh1,103,Claydol,Rare,normal-good,2024-08,73.0
swsh1,103,Claydol,Rare,reverse-good,2022-12,196.67
swsh1,103,Claydol,Rare,reverse-good,2023-01,151.4
swsh1,103,Claydol,Rare,reverse-good,2023-03,70.8
swsh1,103,Claydol,Rare,reverse-good,2023-04,106.33
swsh1,103,Claydol,Rare,reverse-good,2023-05,60.0
swsh1,103,Claydol,Rare,reverse-good,2023-06,27.0
swsh1,103,Claydol,Rare,reverse-good,2023-07,36.5
swsh1,103,Claydol,Rare,reverse-good,2023-08,424.0
swsh1,103,Claydol,Rare,reverse-good,2023-09,91.5
swsh1,103,Claydol,Rare,reverse-good,2023-10,33.5
swsh1,103,Claydol,Rare,reverse-good,2023-11,129.5
swsh1,103,Claydol,Rare,reverse-good,2024-05,91.25
swsh1,103,Claydol,Rare,reverse-good,2024-06,93.5
swsh1,103,Claydol,Rare,reverse-good,2024-07,538.0
swsh1,103,Claydol,Rare,reverse-good,2024-08,152.0
swsh1,103,Claydol,Rare,reverse-good,2024-09,524.0
swsh1,103,Claydol,Rare,reverse-nearmint,2024-05,39.33
swsh1,103,Claydol,Rare,reverse-nearmint,2024-06,195.0
swsh1,103,Claydol,Rare,reverse-nearmint,2024-07,173.86
swsh1,103,Claydol,Rare,reverse-nearmint,2024-08,204.88
swsh1,103,Claydol,Rare,reverse-nearmint,2024-09,123.75
swsh1,103,Claydol,Rare,normal-nearmint,2024-05,59.0
swsh1,103,Claydol,Rare,normal-nearmint,2024-06,95.73
swsh1,103,Claydol,Rare,normal-nearmint,2024-07,100.89
swsh1,103,Claydol,Rare,normal-nearmint,2024-08,65.7
swsh1,103,Claydol,Rare,normal-nearmint,2024-09,156.0
swsh1,103,Claydol,Rare,normal-played,2024-05,512.0
swsh1,103,Claydol,Rare,reverse-played,2024-09,149.0
swsh1,104,Regirock V,Rare Holo V,holo-good,2022-11,91.0
swsh1,104,Regirock V,Rare Holo V,holo-good,2022-12,186.47
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-01,179.29
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-02,208.17
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-03,155.5
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-04,124.95
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-05,168.05
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-06,117.43
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-07,156.86
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-08,121.5
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-09,127.33
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-10,154.44
swsh1,104,Regirock V,Rare Holo V,holo-good,2023-11,128.47
swsh1,104,Regirock V,Rare Holo V,holo-good,2024-05,111.33
swsh1,104,Regirock V,Rare Holo V,holo-good,2024-06,248.83
swsh1,104,Regirock V,Rare Holo V,holo-good,2024-07,105.9
swsh1,104,Regirock V,Rare Holo V,holo-good,2024-08,136.2
swsh1,104,Regirock V,Rare Holo V,holo-good,2024-09,154.29
swsh1,104,Regirock V,Rare Holo V,holo-nearmint,2024-05,136.2
swsh1,104,Regirock V,Rare Holo V,holo-nearmint,2024-06,142.04
swsh1,104,Regirock V,Rare Holo V,holo-nearmint,2024-07,179.68
swsh1,104,Regirock V,Rare Holo V,holo-nearmint,2024-08,164.68
swsh1,104,Regirock V,Rare Holo V,holo-nearmint,2024-09,175.62
swsh1,104,Regirock V,Rare Holo V,holo-poor,2024-07,39.0
swsh1,104,Regirock V,Rare Holo V,holo-played,2024-06,197.0
swsh1,104,Regirock V,Rare Holo V,holo-played,2024-07,65.0
swsh1,104,Regirock V,Rare Holo V,holo-used,2024-07,47.0
swsh1,105,Mudbray,Common,reverse-good,2022-12,49.33
swsh1,105,Mudbray,Common,reverse-good,2023-01,17.67
swsh1,105,Mudbray,Common,reverse-good,2023-03,136.43
swsh1,105,Mudbray,Common,reverse-good,2023-04,27.89
swsh1,105,Mudbray,Common,reverse-good,2023-05,35.11
swsh1,105,Mudbray,Common,reverse-good,2023-07,34.2
swsh1,105,Mudbray,Common,reverse-good,2023-08,399.0
swsh1,105,Mudbray,Common,reverse-good,2023-09,614.75
swsh1,105,Mudbray,Common,reverse-good,2023-10,17.0
swsh1,105,Mudbray,Common,reverse-good,2023-11,25.0
swsh1,105,Mudbray,Common,reverse-good,2024-05,106.0
swsh1,105,Mudbray,Common,reverse-good,2024-06,409.0
swsh1,105,Mudbray,Common,reverse-good,2024-07,109.0
swsh1,105,Mudbray,Common,reverse-good,2024-08,134.0
swsh1,105,Mudbray,Common,normal-good,2022-12,23.6
swsh1,105,Mudbray,Common,normal-good,2023-01,103.0
swsh1,105,Mudbray,Common,normal-good,2023-02,20.0
swsh1,105,Mudbray,Common,normal-good,2023-03,34.0
swsh1,105,Mudbray,Common,normal-good,2023-04,124.62
swsh1,105,Mudbray,Common,normal-good,2023-05,77.25
swsh1,105,Mudbray,Common,normal-good,2023-06,4.0
swsh1,105,Mudbray,Common,normal-good,2023-07,4.0
swsh1,105,Mudbray,Common,normal-good,2023-08,175.67
swsh1,105,Mudbray,Common,normal-good,2023-09,36.0
swsh1,105,Mudbray,Common,normal-good,2023-10,58.43
swsh1,105,Mudbray,Common,normal-good,2023-11,38.33
swsh1,105,Mudbray,Common,normal-good,2024-05,80.62
swsh1,105,Mudbray,Common,normal-good,2024-06,3.67
swsh1,105,Mudbray,Common,normal-good,2024-07,3.0
swsh1,105,Mudbray,Common,normal-good,2024-08,36.0
swsh1,105,Mudbray,Common,normal-good,2024-09,66.5
swsh1,105,Mudbray,Common,reverse-nearmint,2024-05,77.5
swsh1,105,Mudbray,Common,reverse-nearmint,2024-06,16.33
swsh1,105,Mudbray,Common,reverse-nearmint,2024-07,81.2
swsh1,105,Mudbray,Common,reverse-nearmint,2024-08,25.0
swsh1,105,Mudbray,Common,reverse-nearmint,2024-09,115.5
swsh1,105,Mudbray,Common,normal-nearmint,2024-05,1.0
swsh1,105,Mudbray,Common,normal-nearmint,2024-06,126.5
swsh1,105,Mudbray,Common,normal-nearmint,2024-07,106.25
swsh1,105,Mudbray,Common,normal-nearmint,2024-08,129.4
swsh1,105,Mudbray,Common,normal-nearmint,2024-09,244.27
swsh1,106,Mudsdale,Rare,normal-good,2022-12,33.1
swsh1,106,Mudsdale,Rare,normal-good,2023-01,66.5
swsh1,106,Mudsdale,Rare,normal-good,2023-02,113.0
swsh1,106,Mudsdale,Rare,normal-good,2023-03,46.55
swsh1,106,Mudsdale,Rare,normal-good,2023-04,97.45
swsh1,106,Mudsdale,Rare,normal-good,2023-05,42.22
swsh1,106,Mudsdale,Rare,normal-good,2023-06,68.0
swsh1,106,Mudsdale,Rare,normal-good,2023-07,17.67
swsh1,106,Mudsdale,Rare,normal-good,2023-08,237.0
swsh1,106,Mudsdale,Rare,normal-good,2023-09,59.5
swsh1,106,Mudsdale,Rare,normal-good,2023-10,60.57
swsh1,106,Mudsdale,Rare,normal-good,2023-11,43.75
swsh1,106,Mudsdale,Rare,normal-good,2024-05,95.5
swsh1,106,Mudsdale,Rare,normal-good,2024-06,55.0
swsh1,106,Mudsdale,Rare,normal-good,2024-07,6.5
swsh1,106,Mudsdale,Rare,normal-good,2024-08,53.67
swsh1,106,Mudsdale,Rare,normal-good,2024-09,12.0
swsh1,106,Mudsdale,Rare,reverse-good,2022-12,81.2
swsh1,106,Mudsdale,Rare,reverse-good,2023-01,124.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-02,26.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-03,50.83
swsh1,106,Mudsdale,Rare,reverse-good,2023-04,41.22
swsh1,106,Mudsdale,Rare,reverse-good,2023-05,111.25
swsh1,106,Mudsdale,Rare,reverse-good,2023-07,91.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-08,225.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-09,38.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-10,41.0
swsh1,106,Mudsdale,Rare,reverse-good,2023-11,40.0
swsh1,106,Mudsdale,Rare,reverse-good,2024-05,62.5
swsh1,106,Mudsdale,Rare,reverse-good,2024-07,68.33
swsh1,106,Mudsdale,Rare,reverse-good,2024-08,526.67
swsh1,106,Mudsdale,Rare,reverse-good,2024-09,87.5
swsh1,106,Mudsdale,Rare,reverse-nearmint,2024-05,25.0
swsh1,106,Mudsdale,Rare,reverse-nearmint,2024-06,28.4
swsh1,106,Mudsdale,Rare,reverse-nearmint,2024-07,131.88
swsh1,106,Mudsdale,Rare,reverse-nearmint,2024-08,141.5
swsh1,106,Mudsdale,Rare,reverse-nearmint,2024-09,56.83
swsh1,106,Mudsdale,Rare,normal-nearmint,2024-05,73.0
swsh1,106,Mudsdale,Rare,normal-nearmint,2024-06,80.17
swsh1,106,Mudsdale,Rare,normal-nearmint,2024-07,75.0
swsh1,106,Mudsdale,Rare,normal-nearmint,2024-08,56.7
swsh1,106,Mudsdale,Rare,normal-nearmint,2024-09,85.0
swsh1,106,Mudsdale,Rare,reverse-played,2024-07,157.0
swsh1,106,Mudsdale,Rare,reverse-played,2024-09,30.0
swsh1,107,Silicobra,Common,normal-good,2022-12,26.62
swsh1,107,Silicobra,Common,normal-good,2023-01,81.67
swsh1,107,Silicobra,Common,normal-good,2023-02,36.0
swsh1,107,Silicobra,Common,normal-good,2023-03,18.71
swsh1,107,Silicobra,Common,normal-good,2023-04,33.6
swsh1,107,Silicobra,Common,normal-good,2023-05,3.75
swsh1,107,Silicobra,Common,normal-good,2023-06,38.0
swsh1,107,Silicobra,Common,normal-good,2023-07,5.0
swsh1,107,Silicobra,Common,normal-good,2023-09,70.0
swsh1,107,Silicobra,Common,normal-good,2023-10,58.3
swsh1,107,Silicobra,Common,normal-good,2023-11,3.67
swsh1,107,Silicobra,Common,normal-good,2024-05,95.25
swsh1,107,Silicobra,Common,normal-good,2024-06,6.0
swsh1,107,Silicobra,Common,normal-good,2024-07,3.0
swsh1,107,Silicobra,Common,normal-good,2024-08,71.0
swsh1,107,Silicobra,Common,reverse-good,2022-12,17.8
swsh1,107,Silicobra,Common,reverse-good,2023-01,42.0
swsh1,107,Silicobra,Common,reverse-good,2023-02,106.0
swsh1,107,Silicobra,Common,reverse-good,2023-03,62.29
swsh1,107,Silicobra,Common,reverse-good,2023-04,52.33
swsh1,107,Silicobra,Common,reverse-good,2023-05,44.5
swsh1,107,Silicobra,Common,reverse-good,2023-06,104.0
swsh1,107,Silicobra,Common,reverse-good,2023-07,40.6
swsh1,107,Silicobra,Common,reverse-good,2023-08,399.0
swsh1,107,Silicobra,Common,reverse-good,2023-09,66.0
swsh1,107,Silicobra,Common,reverse-good,2023-10,111.0
swsh1,107,Silicobra,Common,reverse-good,2023-11,22.5
swsh1,107,Silicobra,Common,reverse-good,2024-05,132.67
swsh1,107,Silicobra,Common,reverse-good,2024-06,408.0
swsh1,107,Silicobra,Common,reverse-good,2024-08,54.0
swsh1,107,Silicobra,Common,normal-nearmint,2024-05,2.75
swsh1,107,Silicobra,Common,normal-nearmint,2024-06,22.56
swsh1,107,Silicobra,Common,normal-nearmint,2024-07,100.3
swsh1,107,Silicobra,Common,normal-nearmint,2024-08,37.0
swsh1,107,Silicobra,Common,normal-nearmint,2024-09,396.17
swsh1,107,Silicobra,Common,reverse-nearmint,2024-06,19.0
swsh1,107,Silicobra,Common,reverse-nearmint,2024-07,48.25
swsh1,107,Silicobra,Common,reverse-nearmint,2024-08,144.0
swsh1,107,Silicobra,Common,reverse-nearmint,2024-09,77.75
swsh1,107,Silicobra,Common,normal-used,2024-08,1.0
swsh1,108,Silicobra,Common,normal-good,2022-12,26.0
swsh1,108,Silicobra,Common,normal-good,2023-01,4.0
swsh1,108,Silicobra,Common,normal-good,2023-02,36.0
swsh1,108,Silicobra,Common,normal-good,2023-03,191.6
swsh1,108,Silicobra,Common,normal-good,2023-04,40.38
swsh1,108,Silicobra,Common,normal-good,2023-05,46.86
swsh1,108,Silicobra,Common,normal-good,2023-06,5.0
swsh1,108,Silicobra,Common,normal-good,2023-07,5.0
swsh1,108,Silicobra,Common,normal-good,2023-08,150.0
swsh1,108,Silicobra,Common,normal-good,2023-09,104.0
swsh1,108,Silicobra,Common,normal-good,2023-10,52.88
swsh1,108,Silicobra,Common,normal-good,2023-11,41.75
swsh1,108,Silicobra,Common,normal-good,2024-05,68.0
swsh1,108,Silicobra,Common,normal-good,2024-06,126.0
swsh1,108,Silicobra,Common,normal-good,2024-07,3.0
swsh1,108,Silicobra,Common,normal-good,2024-08,3.0
swsh1,108,Silicobra,Common,reverse-good,2022-12,60.0
swsh1,108,Silicobra,Common,reverse-good,2023-01,35.5
swsh1,108,Silicobra,Common,reverse-good,2023-02,20.0
swsh1,108,Silicobra,Common,reverse-good,2023-03,51.33
swsh1,108,Silicobra,Common,reverse-good,2023-04,30.0
swsh1,108,Silicobra,Common,reverse-good,2023-05,17.25
swsh1,108,Silicobra,Common,reverse-good,2023-07,37.6
swsh1,108,Silicobra,Common,reverse-good,2023-08,399.0
swsh1,108,Silicobra,Common,reverse-good,2023-09,13.5
swsh1,108,Silicobra,Common,reverse-good,2023-10,65.0
swsh1,108,Silicobra,Common,reverse-good,2023-11,105.0
swsh1,108,Silicobra,Common,reverse-good,2024-05,54.25
swsh1,108,Silicobra,Common,reverse-good,2024-07,132.0
swsh1,108,Silicobra,Common,reverse-good,2024-08,133.0
swsh1,108,Silicobra,Common,reverse-good,2024-09,505.0
swsh1,108,Silicobra,Common,reverse-nearmint,2024-05,17.67
swsh1,108,Silicobra,Common,reverse-nearmint,2024-06,90.43
swsh1,108,Silicobra,Common,reverse-nearmint,2024-07,74.89
swsh1,108,Silicobra,Common,reverse-nearmint,2024-08,17.67
swsh1,108,Silicobra,Common,reverse-nearmint,2024-09,64.6
